股票代號,代號,名稱,掛牌最高,掛牌最低,資金用途,掛牌日期,資金用途分類
2426,24265,鼎元五,196,102.5,,2007/1/13,
2426,24266,鼎元六,134.1,99,,2009/9/29,
2426,24267,鼎元七,136,101,,2009/9/29,
2426,24268,鼎元八,162,107,現金增資4.6億，鼎元八募得3億，償還銀行借款8.04億,2015/3/20,償還銀行借款
2427,24271,三商電一,132,96.1,現金增資2.87億，三商電一募得5.12億，充實營運資金8億,2023/12/13,充實營運資金
2428,24281,興勤一,153,100.1,,,
2428,24282,興勤二,252,82.5,,,
2428,24283,興勤三,152,98.4,,2011/1/11,
2434,24341,統懋一,118.6,108,,,
2434,24342,統懋二,111,61.5,,,
2436,24361,偉詮電一,129.5,98.9,償還銀行借款11.11億，充實營運資金1.22億,2023/9/11,償還+充實
2437,24371,旺詮一,140.5,100.5,,2015/1/15,
2439,24391,美律一,239,95.8,現金增資5億，美律一募得15.07億，充實營運資金13.79億，轉投資美律惠州1.53億，轉投資美律泰國4.75億,2015/1/29,充實營運資金
2439,24392,美律二,130.8,99.15,償還銀行借款35.18億,2018/12/11,償還銀行借款
2439,24393,美律三,140.1,97,現金增資4.8億，美律三募得30.15億，充實營運資金5.22億，償還銀行借款29.87億,2021/8/11,償還+充實
2439,24394,美律四,117.65,100,現金增資4.5億，美律四美律五加總募得31.12億，償還銀行借款19.5億，充實營運資金15.35億，與美律五同時發行,2024/7/10,償還+充實
2439,24395,美律五,119.65,101.2,現金增資4.5億，美律四美律五加總募得31.12億，償還銀行借款19.5億，充實營運資金15.35億，與美律四同時發行,2024/7/22,償還+充實
2440,24401,太空一,150,77.6,,,
2441,24411,超豐一,203,97.35,,,
2442,24421,美齊一,109.2,78.2,,,
2442,24422,新美齊二,158,104.05,償還銀行借款4億,2013/3/12,償還銀行借款
2442,24423,新美齊三,112.5,91,償還銀行借款3億，充實營運資金9.525億，償還111年度第一次國內有擔保普通公司債本金0.675億，償還112年度第一次國內有擔保普通公司債本金7億，共計20.2億,2024/11/29,借新還舊
2442,24424,新美齊四,111.3,90.45,償還銀行借款3億，充實營運資金9.525億，償還111年度第一次國內有擔保普通公司債本金0.675億，償還112年度第一次國內有擔保普通公司債本金7億，共計20.2億,2024/12/25,借新還舊
2444,24441,友旺一,113,45.25,,,
2444,24442,友旺二,287,100.05,償還銀行借款2.25億，充實營運資金0.75億,2015/6/29,償還+充實
2446,24461,全懋一,254,147,,,
2447,24471,鼎新一,201,99,,,
2448,24481,晶電一,194,107,,,
2448,24482,晶電二,185,118.5,,,
2448,24483,晶電三,119.9,86.4,,2007/10/21,
2450,24501,神腦一,120,96.85,,,
2451,24511,創見一,184,92.1,,2006/11/14,
2455,24551,全新一,160,95.1,,,
2456,24562,奇力新二,158,99,,,
2456,24563,奇力新三,124.9,81.55,,2007/9/22,
2456,24564,奇力新四,399,87,,2015/5/29,
2456,24565,奇力新五,236,99.8,,2017/9/18,
2456,24566,奇力新六,152,103,,2019/9/12,
2457,24571,飛宏一,113.7,86.1,償還銀行借款15.04億,2014/6/4,償還銀行借款
2458,24581,義隆一,156,102,,,
2459,24591,敦吉一,205,104.5,,,
2460,24601,建通一,158,100,,,
2461,24611,光群雷一,131.65,85,,,
2461,24612,光群雷二,201,103,充實營運資金2億，支付研發購料款0.5億，海外投資湖南永安包裝材料有限公司2.5億，與光群雷三同時發行,2011/9/22,充實營運資金
2461,24613,光群雷三,126,93.05,充實營運資金2億，支付研發購料款0.5億，海外投資湖南永安包裝材料有限公司2.5億，與光群雷二同時發行,2011/9/23,充實營運資金
2461,24614,光群雷四,128,101,償還銀行借款5億，與光群雷五同時發行,2014/10/17,償還銀行借款
2461,24615,光群雷五,128,99.55,償還銀行借款5億，與光群雷四同時發行,2014/10/20,償還銀行借款
2461,24616,光群雷六,182,110,償還銀行借款6.06億,2021/3/24,償還銀行借款
2462,24621,良得電一,252,97,,,
2462,24622,良得電二,133,104.2,償還銀行借款4億，與良得電三同時發行,2012/6/4,償還銀行借款
2462,24623,良得電三,136.3,101,償還銀行借款4億，與良得電二同時發行,2012/6/5,償還銀行借款
2462,24624,良得電四,135.3,99.7,償還銀行借款4億,2023/8/11,償還銀行借款
2464,24641,盟立一,203,99,,,
2464,24642,盟立二,124.1,89.7,償還銀行借款16.6億，發行10000張CB10億，3年期，轉換價格80元，約當12500張股票，同時辦理現金增資9000張，發行價格暫定70元，募資6.3億。,2024/9/16,借新還舊
2466,24661,冠西一,115.1,93,,,
2466,24662,冠西電二,113,99.8,現金增資3.12億，冠西二募得2億，償還銀行借款5.12億,2015/11/13,償還銀行借款
2466,24663,冠西電三,120,99.75,償還銀行借款3.06億,2020/2/27,償還銀行借款
2467,24671,志聖一,220,107,,2009/10/30,
2468,24681,華經一,115.5,115,,,
2469,24692,力信二,170,94.35,,,
2470,24701,品佳一,122,100.2,,,
2470,24702,品佳二,130,94,,,
2472,24721,立隆電一,115,98.1,,2010/8/21,
2472,24722,立隆電二,203,99.5,償還銀行借款6.03億,2019/3/18,償還銀行借款
2472,24723,立隆電三,181,104.7,償還銀行借款8.59億，可轉債6億，現增2.56億(32元),2020/7/22,借新還舊
2474,24741,可成一,264,97.6,,2009/11/28,
2474,24742,可成二,170,100.3,,2011/4/17,
2476,24761,鉅祥一,120.65,110.5,,,
2476,24762,鉅祥二,180,103.15,現金增資7.95億，鉅祥二募得11.37億，購置廠房15.5億，購置機器設備及廠務設施4.07億,2024/1/26,資本支出
2478,24781,大毅一,159,95,償還銀行借款5.62億,2013/1/28,償還銀行借款
2479,24792,和立二,111.55,88,,,
2480,24801,敦陽一,101,98,,,
2481,24811,強茂一,131,115,,,
2481,24812,強茂二,307,107,,,
2481,24813,強茂三,167,85,,,
2481,24814,強茂四,163,79.9,,2008/5/26,
2481,24815,強茂五,139.5,97,,2010/6/20,
2481,24816,強茂六,167,102.05,償還銀行借款5億，與強茂七同時發行,2013/6/11,償還銀行借款
2481,24817,強茂七,153,100,償還銀行借款5億，與強茂六同時發行,2013/6/13,償還銀行借款
2482,24821,連宇一,169,107,,,
2482,24822,連宇二,552,110.1,償還銀行借款1.5億，充實營運資金0.78億,2021/7/12,償還+充實
2484,24841,希華一,199,94,,,
2484,24842,希華二,171,79,,,
2484,24843,希華三,150,73,,2008/3/21,
2486,24861,一詮一,129.45,100,,,
2486,24862,一詮二,133.05,90,,,
2486,24863,一詮三,180,53,,2008/5/30,
2486,24864,一詮四,104.8,78.5,,2010/4/26,
2486,24865,一詮五,108,92.5,投資一詮精密(中國)2.4億，轉投資立誠光電2.4億，償還銀行借款2.95億，充實營運資金3.92億,2014/3/28,償還+充實
2486,24866,一詮六,138,96.5,現金增資8.64億，一詮六募得6.06億，償還銀行借款9.6億，充實營運資金5.1億,2024/7/1,償還+充實
2488,24881,漢平一,132,105,,,
2489,24891,瑞軒二,228,87.45,,2006/12/12,
2489,24893,瑞軒三,157,76.2,,2007/11/19,
2489,24894,瑞軒四,109,98.6,,2009/12/25,
2492,24921,華新科一,128,96,購置廠房、設備及廠務設施48.22億。,2020/4/29,資本支出
2497,24971,怡利一,177,100,,2011/2/7,
2497,24972,怡利電二,126.55,99.15,現金增資3億，4000張/75元，怡利電募得二3.14億，償還銀行借款5億，充實營運資金0.54億,2022/7/7,償還+充實
2498,24981,宏達電一,229,152,0,,
2499,24991,東貝一,190,110,,,
2499,24992,東貝二,193,85,,,
2499,24993,東貝三,120,92,,2010/9/19,
2505,25052,國揚二,197,107,雲端科技大樓案之營建相關款項5億，忠孝大院之營建相關款項7億,2012/5/14,資本支出
2509,25091,全坤一,236,101.5,,2007/5/8,
2509,25092,全坤二,129.5,101,,2010/4/23,
2514,25143,龍邦三,162,95.25,償還銀行借款2.4億，轉投資大陸3.6億,2012/6/5,償還銀行借款
2515,25151,中工一,107.5,100.9,充實營運資金8億，與中工二同時發行,2014/2/24,充實營運資金
2515,25152,中工二,117,94.35,充實營運資金8億，與中工一同時發行,2014/2/25,充實營運資金
2520,25201,冠德一,182,103,,2010/6/14,
2528,25281,皇普一,154,100.5,償還銀行借款2.24億，充實營運資金1.83億,2012/4/24,償還+充實
2528,25282,皇普二,257,103,龜山樂捷案工程款2.83億、竹北興崙案1.84億及償還銀行借款2.6億。,2019/9/25,償還銀行借款
2528,25283,皇普三,123.5,103,償還銀行借款12.18億，與皇普四同時發行,2024/12/31,償還銀行借款
2528,25284,皇普四,112.15,91.85,償還銀行借款12.18億，與皇普三同時發行,2025/1/17,償還銀行借款
2530,25301,大華建設一,107.2,96,0,,
2530,25302,大華建設二,100,86.5,0,,
2530,25303,華建三,98.9,91,充實營運資金15億，發行CB3共5000張，詢圈100發行，CB4共10000張，競拍發行,2025/6/23,充實營運資金
2530,25304,華建四,101.5,92.4,充實營運資金15億，發行CB3共5000張，詢圈100發行，CB4共10000張，競拍發行,2025/6/30,充實營運資金
2535,25352,達欣工二,127.95,99.5,償還借款12億，與達工三同時發行,2014/1/10,償還銀行借款
2535,25353,達欣工三,138.8,94.8,償還借款12億，發行CB2有擔保6000張，CB3無擔保6000張,2014/1/14,借新還舊
2535,25354,達欣工四,146,97.7,償還國內第二次第三次轉換公司債12.22億,2017/1/10,借新還舊
2535,25355,達欣工五,220,102.8,償還銀行借款10.15億,2018/11/9,償還銀行借款
2536,25362,宏普二,122,99.8,,2011/5/10,
2537,25372,聯開二,145,100,償還短期借款3.48億，充實營運資金 0.52億,2011/5/30,償還+充實
2537,25373,聯開三,137,100.5,現金增資2.4億，償還銀行借款5.46億，與聯上發四同時發行,2012/8/31,償還銀行借款
2537,25374,聯開四,139,90.5,現金增資2.4億，償還銀行借款5.46億，與聯上發三同時發行,2012/9/3,償還銀行借款
2537,25375,聯上發五,102.55,91.5,現金增資7.5億，聯開五募得4億，支付桃園大江案營建用地款項11.5億,2013/11/5,資本支出
2538,25382,基泰二,130.1,104,償還銀行借款7億,2012/10/29,償還銀行借款
2538,25383,基泰三,116.5,98.2,償還銀行借款7億,2013/11/8,償還銀行借款
2539,25391,櫻花建一,260,102.25,償還銀行借款5.17億,2018/9/3,償還銀行借款
2539,25392,櫻花建二,161,91.05,償還銀行借款5.17億,2018/9/4,償還銀行借款
2542,25421,興富發一,278,104.6,,,
2542,25422,興富發二,263,105.45,,,
2542,25423,興富發三,208,95.7,,2009/4/19,
2542,25424,興富發四,415,107,,2010/4/19,
2542,25425,興富發五,141,102.1,償還銀行借款100億,2017/6/8,償還銀行借款
2543,25431,皇昌一,177,84.1,,,
2543,25432,皇昌二,124,85.7,,,
2546,25461,根基一,194,104.5,,2009/7/18,
2547,25472,日勝二,175,65.2,,2007/8/13,
2547,25473,日勝三,122.2,95,板橋浮洲合宜住宅興建工程36.86億，償還銀行借款10.5億與日勝生四同時發行,2012/3/7,償還銀行借款
2547,25474,日勝四,120,95,板橋浮洲合宜住宅興建工程36.86億，償還銀行借款10.5億與日勝生三同時發行,2012/3/8,償還銀行借款
2548,25481,華固一,181,100,,,
2548,25482,華固二,176,74.45,,2009/7/11,
2548,25483,華固三,105.95,96,償還銀行借款18.5億，充實營運資金42.92億，與華固四同時發行,2024/10/2,償還+充實
2548,25484,華固四,106.5,98,償還銀行借款18.5億，充實營運資金42.92億，與華固三同時發行,2024/10/18,償還+充實
2596,25961,綠意一,142,99.5,,2011/2/13,
2596,25962,綠意二,148,99.4,償還銀行借款3億,2014/6/17,償還銀行借款
2601,26011,益航一,108,100.5,轉投資海外子公司8.4億，償還銀行借款1.59億，與益航二同時發行,2015/2/6,償還銀行借款
2601,26012,益航二,105.3,99.5,轉投資海外子公司8.4億，償還銀行借款1.59億，與益航一同時發行,2015/2/9,償還銀行借款
2603,26031,長榮一,158,98.5,,,
2603,26032,長榮二,188,101,,,
2603,26033,長榮三,157,99.9,,2009/7/28,
2603,26034,長榮四,233,102.75,償還銀行借款50.5億,2021/5/18,償還銀行借款
2609,26091,陽明一,156,96.55,0,,
2609,26092,陽明二,155,95.5,,,
2609,26093,陽明三,156,99,,,
2609,26094,陽明四,136.9,90,償還國內第十三次無擔保普通公司債 B 券30億，償還銀行借款20.25億,2013/6/7,借新還舊
2609,26095,陽明五,315,98.75,償還銀行借款78億,2018/5/29,償還銀行借款
2610,26102,華航二,120.5,99.5,0,,
2610,26103,華航三,142.5,93.5,,,
2610,26104,華航四,144.5,91.5,,2005/7/28,
2610,26105,華航五,146.9,98.8,"償還借款60.3億，減輕本公司實際利息支出、並提升財務融通彈性。
該借款性質係為購買營運用之航機及營運週轉金",2013/12/26,償還銀行借款
2610,26106,華航六,250,92.1,償還銀行借款60.3億,2018/1/30,償還銀行借款
2610,26107,華航七,167,104,償還銀行借款30.15億,2021/4/28,償還銀行借款
2613,26131,中櫃一,110,100.9,償還銀行借款3億，與中櫃二同時發行,2015/10/29,償還銀行借款
2613,26132,中櫃二,109.5,99,償還銀行借款3億，與中櫃一同時發行,2015/10/30,償還銀行借款
2614,26143,東森三,131.75,86.5,,,
2614,26144,東森四,144.25,82,,,
2616,26161,山隆一,165,96.15,,,
2616,26162,山隆二,162,91,,2007/12/1,
2616,26163,山隆三,171,99.65,償還銀行借款、商業本票4.7億，充實營運資金 0.35億,2014/11/10,償還+充實
2618,26181,長榮航一,177,104.6,,,
2618,26182,長榮航二    ,153,90.5,,,
2618,26183,長榮航三,174,93.35,償還銀行借款70.35億,2017/10/27,償還銀行借款
2618,26184,長榮航四,209,101.05,償還銀行借款58億，償還第19次有擔保普通公司債本金42.5億。,2020/10/21,借新還舊
2618,26185,長榮航五,221,109.2,償還銀行借款7.75億，償還國內第十九次有擔保普通公司債到期之本金42.5億,2021/9/1,借新還舊
2630,26301,亞航一,129,97.5,償還銀行借款5億,2019/7/9,償還銀行借款
2630,26302,亞航二,390,97,償還銀行借款5億,2019/7/10,償還銀行借款
2636,26361,台驊投一,177,97,,2011/1/17,
2636,26362,台驊投二,159,99.7,現金增資2.2億，台驊二募得3億，償還銀行借款5.2億,2014/1/23,償還銀行借款
2636,26363,台驊投控三,115,99.6,現金增資3億，台驊三募得3億，償還銀行借款2.5億，充實營運資金3.5億,2015/6/9,償還+充實
2636,26364,台驊投控四,750,106.2,償還銀行借款3億，另辦理現金增資3億//10000張/30元，共計6.06億。,2020/12/2,償還銀行借款
2637,26371,慧洋一KY,125.8,94,建造新船自備款15億 ，發行6億 現金增資8.3億 其餘60億向銀行借款,2012/3/29,資本支出
2637,26372,慧洋二KY,123,99.35,建造新船款項23.39億，發行總共12億 現金增資8億，其餘以自有額度或銀行借款，與慧洋三同時發行,2017/9/30,資本支出
2637,26373,慧洋三KY,124.6,95.2,建造新船款項23.39億，發行總共12億 現金增資8億，其餘以自有額度或銀行借款，與慧洋二同時發行,2017/10/2,資本支出
2640,26401,大車隊一,121,99.5,購置機器設備1億，轉投資子公司9億,2014/6/9,資本支出
2641,26411,正德一,122,100,現金增資1.31億，正德一正德二募得3.5億，轉投資子公司2.25億，償還銀行借款2.5億，充實營運資金 0.06億，與正德二同時發行,2015/1/8,償還+充實
2641,26412,正德二,121.25,98.05,現金增資1.31億，正德一正德二募得3.5億，轉投資子公司2.25億，償還銀行借款2.5億，充實營運資金 0.06億，與正德一同時發行,2015/1/9,償還+充實
2641,26413,正德三,110,100.65,償還第一次可轉債本金2.38億，償還銀行貸款0.98億，轉投資子公司2.13億,2017/11/28,借新還舊
2641,26414,正德四,104,93.65,償還第一次可轉債本金2.38億，償還銀行貸款0.98億，轉投資子公司2.13億,2017/11/29,借新還舊
2641,26415,正德五,139.9,90.35,現金增資12億，正德五募得5億，轉投資子公司New Lucky Lines S.A  18.06億,2022/7/28,轉投資
2641,26416,正德六,150,100.7,現金增資4.5億，正德六募得4億，轉投資子公司5.42億，償還 109 年度第一次有擔保普通公司債4億 ,2023/8/23,借新還舊
2641,26417,正德七,115.45,97.2,轉投資子公司6億，充實營運資金0.17億,2024/7/26,充實營運資金
2704,27041,國賓一,129,82,,2008/5/9,
2705,27051,六福一,173,92,,,
2707,27071,晶華一,106.95,97,台南晶英酒店裝修款6億，償還銀行借款8.12億，充實營運資金3億,2013/7/10,償還+充實
2707,27072,晶華二,111.5,95.4,償還第一次無擔保公司債本金15億元，充實營運資金1億元,2016/6/16,借新還舊
2724,27241,富驛一,101.8,93.9,現金增資1.5億，3130張/48元，富驛一募得2億，償還銀行借款3.5億,2013/9/27,償還銀行借款
2726,27261,雅茗一KY,250,110,償還銀行借款1.5億，展店0.51億,2015/11/19,償還銀行借款
2727,27271,王品一,127.5,101.75,展店7.12億,2023/3/29,資本支出
2729,27291,瓦城一,112,93,展店8.16億,2019/12/11,資本支出
2731,27311,雄獅一,225,92,充實營運資金7億,2020/6/30,充實營運資金
2731,27312,雄獅二,218,96.8,充實營運資金4億,2021/12/9,充實營運資金
2732,27321,六角一,197,110,展店2.2億，興建自用大樓0.8億,2016/1/25,資本支出
2732,27322,六角二,258,110.55,展店2.2億,2019/2/20,資本支出
