丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,磕戈(じ),畉肂(じ),禦秈(じ),芥(じ),瞷纕(眎),ㄏノ瞯,磕ㄩ(眎),畉肂(眎),禦秈(眎),芥(眎),ㄩ纕(眎),ㄏノ瞯,ㄩ緇肂(眎),畉肂(眎),ㄩ(眎),临ㄩ(眎),讽≧眎计,讽≧瞯,戈ㄩが╄(眎),瞷讽≧(眎),讽≧ゑ瞯,禦秈,芥,禦芥禬(じ),戈仓璸禦芥禬(じ),禦秈(じ),芥(じ),戈ゑㄒ,禦芥禬(じ),щ獺仓璸禦芥禬(じ),禦秈(じ),芥(じ),щ獺ゑㄒ,禦芥禬(じ),犁坝仓璸禦芥禬(じ),禦秈(じ),芥(じ),犁坝ゑㄒ,禦芥禬(じ),猭仓璸禦芥禬(じ),禦秈(じ),芥(じ),猭ゑㄒ,禦芥畉,禦秈,芥
2000/3/17,8700.99,8799.09,8610.58,8763.27,1738.67,1465.81,1516.85,-216.4,-97.67,-118.73,5046货,-153货,158货,304货,2.74窾,N/A,30.1窾,3.76窾,3.73窾,7.97窾,4451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.47货,4592货,106货,104货,N/A,24.2货,-732货,61.9货,37.6货,N/A,-10.1货,86.3货,25.2货,35.3货,N/A,16.6货,3911货,193货,177货,N/A,N/A,N/A,N/A
2000/3/20,8509.32,8536.05,8483.41,8536.05,801.15,1336.12,1492.23,-245.34,-127.2,-118.14,5071货,25.0货,157货,122货,4.38窾,N/A,31.9窾,1.77窾,3.23窾,5.06窾,838,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.67货,4595货,32.4货,29.7货,N/A,-49.1货,-781货,6.68货,55.8货,N/A,-3.90货,82.4货,12.1货,16.0货,N/A,-50.3货,3860货,51.1货,101货,N/A,N/A,N/A,N/A
2000/3/21,8438.24,9021.89,8355.89,9004.48,1846.14,1430.46,1534.29,-239.39,-149.64,-89.75,5129货,58.2货,321货,257货,3.18窾,N/A,32.2窾,2863,7.85窾,8.46窾,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-69.1货,4526货,89.5货,159货,N/A,-15.6货,-797货,44.7货,60.3货,N/A,13.9货,96.3货,47.2货,33.3货,N/A,-70.7货,3789货,181货,252货,N/A,N/A,N/A,N/A
2000/3/22,9009.25,9201.15,8908.32,9069.39,2209.95,1613.06,1614.47,-214.81,-162.67,-52.14,5135货,5.95货,385货,371货,2.96窾,N/A,34.1窾,1.94窾,5.84窾,8.68窾,1643,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.7货,4579货,113货,60.6货,N/A,18.5货,-779货,81.4货,62.9货,N/A,13.4货,110货,60.1货,46.8货,N/A,84.6货,3874货,255货,170货,N/A,N/A,N/A,N/A
2000/3/23,9198.45,9567.89,9198.45,9533.87,2454.46,1810.07,1678.11,-161.49,-162.44,0.95,5175货,39.4货,416货,371货,2.18窾,N/A,37.5窾,3.45窾,5.16窾,9.04窾,2514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.9货,4622货,99.9货,57.0货,N/A,31.8货,-747货,106货,74.1货,N/A,38.7货,148货,77.4货,38.7货,N/A,113货,3987货,283货,170货,N/A,N/A,N/A,N/A
2000/3/24,9565.24,9571.28,9405.14,9482.64,2740.12,2010.36,1738.09,-115.72,-153.09,37.37,5226货,51.3货,499货,447货,2.48窾,N/A,34.8窾,-2.79窾,9.66窾,6.96窾,2181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.9货,4714货,154货,61.5货,N/A,15.1货,-732货,95.1货,80.0货,N/A,10.6货,159货,61.7货,51.1货,N/A,119货,4106货,311货,193货,N/A,N/A,N/A,N/A
2000/3/27,9531.91,9858.57,9531.91,9807.57,2602.28,2370.59,1853.36,-57.33,-133.94,76.61,5305货,79.3货,499货,416货,1.88窾,N/A,33.9窾,-9058,6.89窾,6.22窾,2582,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.4货,4740货,66.8货,41.5货,N/A,21.5货,-710货,76.3货,54.8货,N/A,9.75货,169货,69.0货,59.2货,N/A,56.6货,4163货,212货,155货,N/A,N/A,N/A,N/A
2000/3/28,9884.18,9985.15,9772.54,9856.6,2926.2,2586.6,2008.53,-1.65,-107.48,105.83,5410货,105货,589货,480货,2.27窾,N/A,34.6窾,7699,5.54窾,6.74窾,4677,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.3货,4774货,90.4货,56.1货,N/A,-1.20货,-711货,75.9货,77.1货,N/A,-7001窾,168货,64.5货,65.2货,N/A,32.4货,4195货,231货,198货,N/A,N/A,N/A,N/A
2000/3/29,9852.48,9914.14,9794.48,9805.69,2347.12,2614.03,2113.55,38.99,-78.19,117.17,5457货,46.5货,444货,394货,3.16窾,N/A,32.7窾,-1.97窾,5.82窾,4.42窾,5075,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.1货,4786货,81.3货,69.2货,N/A,-3.73货,-715货,59.5货,63.2货,N/A,-6.07货,162货,42.1货,48.2货,N/A,2.28货,4197货,183货,181货,N/A,N/A,N/A,N/A
2000/3/30,9827.85,10071.26,9827.85,9931.94,2726.49,2668.44,2239.26,79.21,-46.71,125.92,5516货,59.4货,515货,453货,2.25窾,N/A,31.0窾,-1.69窾,5.85窾,4.43窾,2594,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.5货,4833货,128货,81.7货,N/A,-8858窾,-716货,66.6货,67.5货,N/A,-28.8货,133货,57.9货,86.7货,N/A,16.8货,4214货,253货,236货,N/A,N/A,N/A,N/A
2000/3/31,9890.89,10011.96,9798.61,9854.95,2066.8,2533.78,2272.07,104.99,-16.37,121.36,5582货,65.7货,435货,367货,1.72窾,N/A,26.6窾,-4.41窾,7.12窾,3.34窾,5798,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-42.2货,4790货,67.4货,110货,N/A,-4.23货,-720货,39.7货,43.9货,N/A,-21.0货,112货,36.8货,57.7货,N/A,-67.4货,4147货,144货,211货,N/A,N/A,N/A,N/A
2000/4/1,9892.78,10050.43,9816.22,10050.43,2218.38,2457,2413.79,132.9,13.49,119.42,5644货,62.4货,450货,382货,4.11窾,N/A,26.1窾,-4801,4.51窾,4.36窾,2787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-7.99货,4782货,12.8货,20.8货,N/A,6.74货,-714货,59.4货,52.7货,N/A,20.6货,133货,56.8货,36.1货,N/A,19.4货,4166货,129货,110货,N/A,N/A,N/A,N/A
2000/4/5,9923.74,10238.11,9923.74,10186.17,2808.66,2433.49,2510.05,164.56,43.7,120.86,5721货,76.6货,547货,465货,2.24窾,N/A,25.8窾,-2667,4.32窾,4.37窾,1715,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-32.6货,4750货,90.7货,123货,N/A,12.5货,-701货,82.0货,69.5货,N/A,20.0货,153货,58.6货,38.6货,N/A,-663窾,4166货,231货,231货,N/A,N/A,N/A,N/A
2000/4/6,10225.77,10328.98,9969.28,9969.28,2633.29,2490.72,2552.38,181.56,71.27,110.29,5722货,1.09货,508货,505货,3.43窾,N/A,23.9窾,-1.93窾,4.44窾,3.30窾,1680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-11.3货,4739货,78.7货,90.0货,N/A,-18.2货,-719货,84.5货,103货,N/A,-6.07货,147货,42.7货,48.8货,N/A,-35.5货,4131货,206货,241货,N/A,N/A,N/A,N/A
2000/4/7,10035.26,10128.26,9913.38,9921.03,2112.86,2368,2518.22,185.76,94.17,91.59,5770货,47.8货,404货,353货,2.56窾,N/A,23.9窾,269,3.50窾,3.90窾,2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-7.15货,4731货,60.7货,67.8货,N/A,-12.3货,-732货,59.5货,71.8货,N/A,-20.1货,127货,28.8货,48.9货,N/A,-39.6货,4091货,149货,188货,N/A,N/A,N/A,N/A
2000/4/8,10009.75,10061.03,9894.26,9934.57,2201.37,2394.91,2464.34,185.76,112.49,73.27,5813货,43.0货,424货,378货,1.78窾,N/A,24.1窾,1728,3.33窾,4.07窾,3112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.40货,4738货,18.6货,12.2货,N/A,4.81货,-727货,75.4货,70.6货,N/A,-6.60货,120货,32.5货,39.2货,N/A,4.60货,4096货,126货,122货,N/A,N/A,N/A,N/A
2000/4/10,9962.65,10168.72,9956.65,10127.48,2516.25,2454.48,2455.74,194.73,128.94,65.79,5896货,83.7货,492货,404货,1.82窾,N/A,24.5窾,4384,3.67窾,4.94窾,5425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.38货,4746货,75.3货,66.9货,N/A,-26.7货,-753货,78.7货,105货,N/A,222窾,120货,37.8货,37.8货,N/A,-18.3货,4077货,192货,210货,N/A,N/A,N/A,N/A
2000/4/11,10104.87,10194.91,10059.41,10068.05,2570.33,2406.82,2420.15,199.73,143.09,56.64,5940货,43.6货,488货,443货,1.69窾,N/A,24.8窾,3340,4.30窾,4.97窾,2863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.46货,4756货,82.5货,73.1货,N/A,-11.0货,-764货,79.6货,90.5货,N/A,-8.60货,112货,36.0货,44.6货,N/A,-10.1货,4067货,198货,208货,N/A,N/A,N/A,N/A
2000/4/12,10067.27,10149.32,9909.03,9911.39,2340.47,2348.25,2419.49,191.22,152.72,38.5,5956货,16.6货,438货,419货,1.50窾,N/A,23.7窾,-1.11窾,5.04窾,3.98窾,1227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-24.1货,4732货,59.0货,83.2货,N/A,-28.7货,-793货,58.1货,86.9货,N/A,-25.1货,86.4货,28.8货,54.0货,N/A,-78.0货,3989货,146货,224货,N/A,N/A,N/A,N/A
2000/4/13,9720.67,9746.99,9564.72,9662.6,2115.98,2348.88,2358.44,157.56,153.69,3.87,5957货,1794窾,389货,385货,1.76窾,N/A,21.7窾,-2.01窾,6.02窾,4.22窾,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-155货,4577货,48.4货,203货,N/A,-52.1货,-845货,49.3货,101货,N/A,-21.1货,65.4货,29.2货,50.3货,N/A,-228货,3761货,127货,355货,N/A,N/A,N/A,N/A
2000/4/14,9517.45,9662.12,9374.49,9374.61,1874.43,2283.49,2339.2,112.42,145.44,-33.01,5916货,-40.4货,330货,365货,2.68窾,N/A,19.8窾,-1.91窾,4.22窾,3.53窾,1.03窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-63.0货,4514货,52.4货,115货,N/A,-8.57货,-854货,64.9货,73.4货,N/A,-38.3货,27.0货,28.4货,66.7货,N/A,-110货,3651货,146货,256货,N/A,N/A,N/A,N/A
2000/4/15,9086.36,9086.36,8780.08,8866.8,1563.16,2092.87,2273.68,32.18,122.78,-90.6,5841货,-75.7货,260货,327货,2.84窾,N/A,15.2窾,-4.63窾,5.87窾,1.67窾,4119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-145货,4369货,16.1货,161货,N/A,-60.1货,-914货,21.1货,81.3货,N/A,-28.9货,-1.81货,21.4货,50.3货,N/A,-234货,3417货,58.6货,293货,N/A,N/A,N/A,N/A
2000/4/17,8848.16,9013.14,8796.77,8993.68,1662.52,1911.31,2159.07,-27.12,92.8,-119.92,5804货,-36.5货,275货,283货,3.01窾,N/A,17.0窾,1.81窾,3.34窾,5.51窾,1869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-100货,4268货,35.3货,136货,N/A,18.5货,-895货,52.1货,33.7货,N/A,-5.77货,-7.57货,23.4货,29.1货,N/A,-87.5货,3330货,111货,198货,N/A,N/A,N/A,N/A
2000/4/18,9220.96,9389.35,9220.96,9307.03,1947.21,1832.66,2090.46,-44.81,65.28,-110.09,5827货,22.9货,357货,327货,2.60窾,N/A,21.6窾,4.58窾,3.12窾,8.19窾,2683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-44.7货,4224货,53.8货,98.5货,N/A,52.2货,-843货,97.5货,45.3货,N/A,7.72货,1478窾,42.7货,35.0货,N/A,15.2货,3345货,194货,179货,N/A,N/A,N/A,N/A
2000/4/19,9435.02,9477.67,9104.4,9104.4,1853.3,1780.12,2064.5,-66.8,38.87,-105.67,5809货,-18.3货,324货,337货,2.46窾,N/A,21.5窾,-1056,4.86窾,5.17窾,1027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.33货,4228货,71.6货,67.3货,N/A,-1.23货,-844货,67.4货,68.7货,N/A,-29.3货,-29.2货,23.2货,52.5货,N/A,-26.2货,3319货,162货,188货,N/A,N/A,N/A,N/A
2000/4/20,9084.86,9175.75,8943.89,9109.05,1346.1,1674.46,1978.98,-92.31,12.63,-104.94,5777货,-31.6货,239货,263货,2.94窾,N/A,19.8窾,-1.66窾,5.65窾,4.19窾,1034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.33货,4227货,56.0货,57.3货,N/A,3.01货,-841货,43.9货,40.9货,N/A,-19.0货,-48.2货,12.2货,31.2货,N/A,-17.3货,3301货,112货,129货,N/A,N/A,N/A,N/A
2000/4/21,9130.32,9243.04,9105.31,9120.48,1220.4,1605.91,1849.39,-106.22,-11.14,-95.08,5776货,-1.00货,225货,219货,2.78窾,N/A,21.5窾,1.63窾,3.48窾,5.51窾,1045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.82货,4228货,25.4货,23.6货,N/A,7.31货,-834货,36.8货,29.5货,N/A,-2.69货,-50.8货,17.5货,20.2货,N/A,6.45货,3308货,79.6货,73.2货,N/A,N/A,N/A,N/A
2000/4/24,9128.95,9128.95,8808.09,8808.09,1032.73,1479.95,1695.63,-136.58,-36.23,-100.35,5738货,-38.0货,189货,221货,2.59窾,N/A,18.4窾,-3.03窾,5.90窾,2.99窾,864,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2.12货,4226货,45.8货,48.0货,N/A,-6.22货,-840货,26.0货,32.2货,N/A,-16.8货,-67.7货,8.25货,25.1货,N/A,-25.1货,3283货,80.1货,105货,N/A,N/A,N/A,N/A
2000/4/25,8711.68,8923.27,8672.41,8921.12,1257.85,1342.08,1587.37,-161.1,-61.2,-99.9,5701货,-36.7货,200货,229货,2.80窾,N/A,16.4窾,-2.03窾,6.08窾,4.23窾,1131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.9货,4246货,67.5货,47.6货,N/A,8954窾,-839货,46.4货,45.5货,N/A,-1.89货,-69.6货,18.6货,20.5货,N/A,18.9货,3302货,133货,114货,N/A,N/A,N/A,N/A
2000/4/26,8992.62,9022.77,8465.76,8535.96,1432.28,1257.87,1519,-195.98,-88.16,-107.82,5629货,-71.8货,242货,307货,3.29窾,N/A,15.4窾,-9662,4.60窾,3.69窾,385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.7货,4279货,83.1货,50.4货,N/A,22.2货,-817货,50.2货,27.9货,N/A,-21.2货,-90.8货,16.0货,37.3货,N/A,33.7货,3335货,149货,116货,N/A,N/A,N/A,N/A
2000/4/27,8587.03,8633.39,8458.4,8541.95,1134.96,1215.64,1445.05,-228.75,-116.28,-112.47,5573货,-56.7货,173货,218货,4.51窾,N/A,16.3窾,8675,4.30窾,5.30窾,562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.24货,4286货,49.9货,42.7货,N/A,4.31货,-813货,39.6货,35.3货,N/A,-10.1货,-101货,13.6货,23.6货,N/A,1.50货,3337货,103货,102货,N/A,N/A,N/A,N/A
2000/4/28,8595.01,8860.5,8478.48,8824.36,1698.74,1311.31,1458.61,-235.62,-140.14,-95.47,5589货,15.9货,284货,259货,4.00窾,N/A,19.7窾,3.42窾,4.38窾,8.75窾,594,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.59货,4292货,63.2货,57.6货,N/A,31.0货,-782货,83.6货,52.5货,N/A,15.9货,-84.9货,43.0货,27.1货,N/A,52.5货,3389货,190货,137货,N/A,N/A,N/A,N/A
2000/4/29,8835.17,8906.67,8725.38,8777.35,1391.09,1382.98,1431.47,-234.35,-158.98,-75.36,5578货,-10.5货,255货,259货,2.64窾,N/A,20.7窾,9513,4.20窾,5.63窾,860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2货,4303货,25.9货,14.7货,N/A,24.1货,-758货,71.0货,46.9货,N/A,4.02货,-80.9货,32.8货,28.8货,N/A,39.3货,3429货,130货,90.4货,N/A,N/A,N/A,N/A
2000/5/2,8836.83,8838.78,8636.27,8638.75,968.3,1325.07,1333.57,-239.34,-175.05,-64.28,5541货,-37.6货,168货,199货,3.72窾,N/A,19.4窾,-1.28窾,4.45窾,3.46窾,796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.2货,4321货,60.6货,42.5货,N/A,15.9货,-742货,33.8货,17.9货,N/A,-5739窾,-81.5货,10.8货,11.4货,N/A,33.5货,3462货,105货,71.8货,N/A,N/A,N/A,N/A
2000/5/3,8537.35,8587,8395.23,8420,888.62,1216.34,1237.11,-259.07,-191.86,-67.22,5482货,-58.2货,157货,204货,4.51窾,N/A,17.5窾,-1.93窾,4.83窾,3.06窾,1137,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.7货,4340货,43.1货,24.3货,N/A,-15.1货,-757货,20.8货,35.9货,N/A,-13.1货,-94.6货,8.17货,21.3货,N/A,-9.46货,3453货,72.1货,81.5货,N/A,N/A,N/A,N/A
2000/5/4,8444.07,8655.2,8338.92,8425.38,1210.49,1231.45,1223.55,-271.13,-207.71,-63.42,5437货,-45.5货,207货,241货,4.76窾,N/A,20.6窾,3.12窾,4.54窾,7.70窾,436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-7.27货,4333货,35.9货,43.2货,N/A,-5.37货,-762货,34.7货,40.1货,N/A,-11.8货,-106货,15.2货,27.0货,N/A,-24.4货,3428货,85.8货,110货,N/A,N/A,N/A,N/A
2000/5/5,8389.9,8699.02,8343.37,8698.53,1124.77,1116.65,1213.98,-265.64,-219.3,-46.34,5441货,4.35货,190货,176货,4.37窾,N/A,22.7窾,2.06窾,6.26窾,8.35窾,556,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4货,4344货,56.7货,45.3货,N/A,-9.63货,-772货,40.7货,50.3货,N/A,12.3货,-94.1货,23.0货,10.6货,N/A,14.1货,3442货,120货,106货,N/A,N/A,N/A,N/A
2000/5/6,8699.48,8774.25,8620.58,8657.13,1168.2,1072.08,1227.53,-252.92,-226.02,-26.9,5433货,-8.06货,206货,208货,3.05窾,N/A,23.7窾,1.08窾,4.99窾,6.16窾,938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.58货,4352货,15.1货,7.49货,N/A,23.4货,-749货,50.3货,26.9货,N/A,3.60货,-90.5货,16.6货,13.0货,N/A,34.6货,3477货,81.9货,47.3货,N/A,N/A,N/A,N/A
2000/5/8,8669.47,8742.69,8538.5,8616.18,843.8,1047.18,1186.13,-243.98,-229.61,-14.37,5402货,-31.3货,131货,157货,2.29窾,N/A,22.8窾,-9786,4.67窾,3.90窾,1062,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.3货,4377货,55.5货,30.2货,N/A,-9.53货,-758货,27.4货,37.0货,N/A,-4.18货,-94.7货,8.18货,12.4货,N/A,11.6货,3488货,91.1货,79.5货,N/A,N/A,N/A,N/A
2000/5/9,8607.65,8660.77,8566.64,8635.84,902,1049.85,1133.1,-234.48,-230.59,-3.89,5370货,-32.3货,131货,156货,2.99窾,N/A,21.6窾,-1.18窾,4.58窾,3.57窾,1191,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.3货,4390货,36.2货,22.9货,N/A,-6.49货,-765货,39.1货,45.6货,N/A,1785窾,-94.5货,11.6货,11.5货,N/A,7.00货,3495货,87.0货,80.0货,N/A,N/A,N/A,N/A
2000/5/10,8693.87,8749.62,8559.87,8559.87,931.8,994.12,1112.78,-225.76,-229.62,3.86,5361货,-8.76货,149货,153货,2.54窾,N/A,23.6窾,2.02窾,3.48窾,5.53窾,553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.29货,4394货,51.2货,47.9货,N/A,3.22货,-761货,35.2货,32.0货,N/A,-7.67货,-102货,11.1货,18.8货,N/A,-1.16货,3494货,97.5货,98.7货,N/A,N/A,N/A,N/A
2000/5/11,8427.34,8440.78,8281.68,8349.91,1018.85,972.93,1044.79,-236.44,-230.98,-5.45,5319货,-42.2货,161货,194货,2.44窾,N/A,20.1窾,-3.46窾,6.55窾,3.14窾,630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-30.9货,4363货,47.0货,77.9货,N/A,-16.6货,-778货,37.5货,54.1货,N/A,-19.4货,-122货,12.9货,32.3货,N/A,-66.9货,3427货,97.4货,164货,N/A,N/A,N/A,N/A
2000/5/12,8472.82,8603.87,8454.72,8560.44,1233.2,985.93,1029,-227.01,-230.19,3.18,5338货,19.7货,210货,183货,2.56窾,N/A,24.6窾,4.42窾,3.97窾,8.51窾,894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-7.03货,4356货,57.0货,64.1货,N/A,12.4货,-766货,55.2货,42.9货,N/A,11.0货,-111货,21.8货,10.9货,N/A,16.3货,3444货,134货,118货,N/A,N/A,N/A,N/A
2000/5/15,8639.94,8639.94,8461.27,8465.02,947.54,1006.68,1026.93,-219.99,-228.15,8.16,5317货,-21.4货,160货,176货,2.48窾,N/A,25.3窾,7822,4.78窾,5.73窾,612,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.04货,4364货,40.5货,32.4货,N/A,18.5货,-747货,58.7货,40.2货,N/A,5.78货,-105货,19.8货,14.0货,N/A,32.3货,3476货,119货,86.7货,N/A,N/A,N/A,N/A
2000/5/16,8534.18,8733.46,8496.44,8727.82,1208.89,1068.06,1058.96,-198.93,-222.31,23.37,5319货,1.67货,206货,197货,2.22窾,N/A,25.0窾,-3812,7.08窾,6.78窾,691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.6货,4380货,44.8货,28.2货,N/A,37.4货,-710货,66.8货,29.4货,N/A,10.7货,-94.1货,27.6货,16.9货,N/A,64.7货,3541货,139货,74.5货,N/A,N/A,N/A,N/A
2000/5/17,8885.24,9131.86,8885.24,9085.74,1796.72,1241.04,1117.58,-150.19,-207.88,57.69,5332货,13.0货,308货,292货,2.40窾,N/A,27.1窾,2.13窾,5.45窾,7.73窾,909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.2货,4422货,103货,60.9货,N/A,54.0货,-656货,94.3货,40.2货,N/A,23.0货,-71.0货,59.1货,36.1货,N/A,119货,3660货,256货,137货,N/A,N/A,N/A,N/A
2000/5/18,9040.33,9135.13,9002.03,9087.21,1552.9,1347.85,1160.39,-107.84,-187.87,80.03,5354货,22.1货,280货,254货,1.70窾,N/A,27.0窾,-534,6.13窾,6.21窾,1339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-9.79货,4413货,49.3货,59.1货,N/A,15.4货,-640货,60.0货,44.6货,N/A,27.9货,-43.1货,49.9货,21.9货,N/A,33.6货,3694货,159货,126货,N/A,N/A,N/A,N/A
2000/5/19,9034.41,9146.59,9030.57,9119.77,1129.59,1327.13,1156.53,-71.34,-164.57,93.23,5366货,11.9货,220货,204货,2.06窾,N/A,27.4窾,3992,4.17窾,4.81窾,1185,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.44货,4415货,40.9货,38.4货,N/A,-8.02货,-648货,31.6货,39.7货,N/A,-9395窾,-44.0货,13.9货,14.8货,N/A,-6.52货,3687货,86.4货,92.9货,N/A,N/A,N/A,N/A
2000/5/20,9093.14,9167.78,8700.19,8820.35,1260.51,1389.72,1198.2,-60.03,-143.66,83.63,5330货,-36.1货,245货,278货,1.13窾,N/A,26.4窾,-1.04窾,5.25窾,4.34窾,585,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-4.52货,4411货,9.79货,14.3货,N/A,-12.3货,-660货,27.2货,39.5货,N/A,-21.2货,-65.3货,19.0货,40.2货,N/A,-38.0货,3649货,56.0货,94.0货,N/A,N/A,N/A,N/A
2000/5/22,8903.32,8967.36,8800.37,8807.57,993.49,1346.64,1207.35,-53,-125.53,72.53,5308货,-22.0货,160货,176货,1.69窾,N/A,28.7窾,2.28窾,4.79窾,7.37窾,1040,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-15.9货,4395货,36.5货,52.3货,N/A,-24.4货,-685货,15.5货,39.9货,N/A,-10.6货,-75.9货,12.2货,22.9货,N/A,-50.9货,3598货,64.2货,115货,N/A,N/A,N/A,N/A
2000/5/23,8811.44,8820.73,8634.73,8671.01,796.51,1146.6,1193.82,-58.56,-112.13,53.57,5276货,-31.6货,133货,158货,3.26窾,N/A,25.4窾,-3.23窾,6.88窾,3.92窾,932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-15.6货,4379货,26.7货,42.3货,N/A,-15.7货,-701货,20.4货,36.0货,N/A,-11.8货,-87.7货,9.16货,21.0货,N/A,-43.1货,3555货,56.2货,99.3货,N/A,N/A,N/A,N/A
2000/5/24,8496.06,8623.12,8470.56,8500.41,802.13,996.45,1172.15,-76.27,-104.96,28.69,5255货,-21.4货,137货,152货,2.60窾,N/A,24.6窾,-8071,5.67窾,5.06窾,1486,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-16.9货,4362货,47.4货,64.3货,N/A,-28.4货,-729货,12.2货,40.5货,N/A,-29.9货,-118货,6.43货,36.3货,N/A,-75.2货,3480货,66.0货,141货,N/A,N/A,N/A,N/A
